username,user_handle,date,retweets,favorites,text,geological_location,mentions,hashtags,tweet_id,permalink,col1,col2,col3
Christopher Titus,TitusNation,2017-09-08 14:26,6,23,"Traveling all the time sucks but with @AmericanAir you can also get rude desk people, late flights and your luggage evaporated. #flyDelta",,@AmericanAir,#flyDelta,"9,06207250158584E+017",https://twitter.com/TitusNation/status/906207250158583809,,,
Christopher Titus,TitusNation,2017-09-08 14:24,6,27,Well the crack team at @AmericanAir has had 12 hours and still no luggage for my wife. People I fly 35 weeks a year DO NOT fly @AmericanAir,,@AmericanAir @AmericanAir,,"9,06206562276053E+017",https://twitter.com/TitusNation/status/906206562276052992,,,
Jason Rabinowitz,AirlineFlyer,2017-09-08 14:17,6,21,"Last @AmericanAir flight out of @iflymia tonight: AA9273, 6pm to @DFWAirport",,@AmericanAir @iflymia @DFWAirport,,"9,06204982814355E+017",https://twitter.com/AirlineFlyer/status/906204982814355456,,,
airfarewatchdog,airfarewatchdog,2017-09-08 12:38,15,10,"#Philadelphia #PHL to #LasVegas #LAS $159 round-trip, nonstop, on @AmericanAir for winter travel http:// bit.ly/2gOAzzW #airfare #flights pic.twitter.com/0B1vF2TFMV",,@AmericanAir,#Philadelphia #PHL #LasVegas #LAS #airfare #flights,"9,06179953317757E+017",https://twitter.com/airfarewatchdog/status/906179953317756929,,,
Ana Lorena Sanchez M,analorenasm,2017-09-08 11:18,6,6,@AmericanAir Flight 1068 won't leave #Miami because they're short one person on their staff. Let's all pretend #Irma is our friend #FAA,,@AmericanAir,#Miami #Irma #FAA,"9,06159863222477E+017",https://twitter.com/analorenasm/status/906159863222476801,,,
Erica Hill,EricaRHill,2017-09-08 10:58,5,5,LATEST: #Miami airport will suspend flights after @AmericanAir flight to DFW at 3:49p today.,,@AmericanAir,#Miami,"9,061547142067E+017",https://twitter.com/EricaRHill/status/906154714206699520,,,
Ana Lorena Sanchez M,analorenasm,2017-09-08 10:41,15,49,"Dear @AmericanAir : Ur about to cancel my flight because the crew is still missing 2 people, really? This is on YOU. Don't blame it on #Irma",,@AmericanAir,#Irma,"9,06150380991635E+017",https://twitter.com/analorenasm/status/906150380991635456,,,
Farmer Dils,FarmerDils,2017-09-08 10:39,0,31,Did I also mention that the cancellation is not weather related and they only cover one night of accomodation?,,,,"9,06149983547777E+017",https://twitter.com/FarmerDils/status/906149983547777024,,,
SeaOtta,SeaOttaAJ,2017-09-08 10:29,5,123,I also feel sick when I think about spending a few hours on a plane stuck with you #ImGoodAtTwitter,,,#ImGoodAtTwitter,"9,06147601879253E+017",https://twitter.com/SeaOttaAJ/status/906147601879252992,,,
Sofía Gómez Uribe,SofiGomezU,2017-09-08 10:21,28,65,I'm stuck in the direct path of Hurricane Irma and it is all because @AmericanAir never told us the truth. Prefered profit before people.,,@AmericanAir,,"9,06145521026388E+017",https://twitter.com/SofiGomezU/status/906145521026387968,,,
Gracie Canavati,graciecanavati,2017-09-08 09:55,11,6,@AmericanAir flight needs one more crew member! Flight #2494 to Cancun We need to evacuate HELP #miami #hurricaneirma2017 #AmericanAirlines,,@AmericanAir,#2494 #miami #hurricaneirma2017 #AmericanAirlines,"9,06138886816104E+017",https://twitter.com/graciecanavati/status/906138886816104448,,,
Farmer Dils,FarmerDils,2017-09-08 09:52,4,145,". @AmericanAir just cancelled my flight out because the crew was ""sick""... Stranded until Tuesday night. #ImBadAtTwitter",,@AmericanAir,#ImBadAtTwitter,"9,06138150224966E+017",https://twitter.com/FarmerDils/status/906138150224965632,,,
thebradfordfile™,thebradfordfile,2017-09-08 09:07,5,10,". @United , @AmericanAir , @Delta : Don't waste cash on million $ ""crisis management"" consultants. Donate it. The ONLY advice you need is above.",,@United @AmericanAir @Delta,,"9,061268195811E+017",https://twitter.com/thebradfordfile/status/906126819581100032,,,
Aviation Hub HQ,Aviation_Hub,2017-09-08 06:59,12,14,"Consolidated R2Y ""Liberator Liner"" Model 39 @USNavy #Airliner / #Cargo derivatived from the B24 Liberator ff1944, later leased @AmericanAir pic.twitter.com/XAofMR1zdS",,@USNavy @AmericanAir,#Airliner #Cargo,"9,06094561847628E+017",https://twitter.com/Aviation_Hub/status/906094561847627776,,,
Kelly Marie Carlin🗣🤸‍♀️,kelly_carlin,2017-09-08 01:30,6,9,@Delta rocks. @AmericanAir SUCKS.,,@Delta @AmericanAir,,"9,06011834498531E+017",https://twitter.com/kelly_carlin/status/906011834498531328,,,
Anne-Marie Varga,amvarga13,2017-09-07 23:59,5,8,This is my brother. He had a ticket and was refused boarding. Glad @AmericanAir has a heart in times of crisis. https:// twitter.com/cnn/status/905 952412237778944 …,,@AmericanAir,,"9,05988922353824E+017",https://twitter.com/amvarga13/status/905988922353823746,,,
Andre Dawkins,dre_dawkins,2017-09-07 23:57,0,11,Thanks to @AmericanAir I get to sit in the airport all night because somehow their flight being late isn't their problem,,@AmericanAir,,"9,05988458900017E+017",https://twitter.com/dre_dawkins/status/905988458900017152,,,
Tony Pope,TonyHPope,2017-09-07 22:05,5,10,"@FLLFlyer awesome to see all the pets allowed on flights today. @AmericanAir many pets on flight tonight, way to go!! #IrmaHurricane2017",,@FLLFlyer @AmericanAir,#IrmaHurricane2017,"9,05960269125489E+017",https://twitter.com/TonyHPope/status/905960269125488640,,,
Patricia Alexandra,PAAAZA,2017-09-07 21:37,15,19,Poor #MattAndMika ! You'd think they would make an exception. #HuricaneIrma #MiamiAirport #Pets #Dog @SouthwestAir @united @AmericanAir pic.twitter.com/e5sWc9XDPe,,@SouthwestAir @united @AmericanAir,#MattAndMika #HuricaneIrma #MiamiAirport #Pets #Dog,"9,05953113269576E+017",https://twitter.com/PAAAZA/status/905953113269575680,,,
Lynn C Johnston 🦋🌸🍋🙏🏻🏠,lynncjohnston,2017-09-07 20:40,2,9,Nice to see an acknowledgement and appreciation of good service. Some only know how to complain.,,,,"9,05938753201558E+017",https://twitter.com/lynncjohnston/status/905938753201557505,,,
Marcus Lemonis,marcuslemonis,2017-09-07 20:04,162,24,"Nope, they found something I lost and brought it to the gate",,,,"9,05929795640419E+017",https://twitter.com/marcuslemonis/status/905929795640418313,,,
Tyler,TylerHerrick,2017-09-07 19:42,3,5,"Big shout out to all the airline, airport, and city staff working to help people escape #HurricaineIrma",,,#HurricaineIrma,"9,05924266603962E+017",https://twitter.com/TylerHerrick/status/905924266603962368,,,
Tyler,TylerHerrick,2017-09-07 19:41,2,8,It's overflowing Inside @iflymia terminal D as the @AmericanAir #teAAM is working around the clock to get people out of S. FL (not my photo) pic.twitter.com/EsUgcR47on,,@iflymia @AmericanAir,#teAAM,"9,05924042451853E+017",https://twitter.com/TylerHerrick/status/905924042451853312,,,
Marcus Lemonis,marcuslemonis,2017-09-07 19:40,124,245,Thanks to @AmericanAir #AmericanAirlines for solving problem for me today. Also thanks for genuine concern for customers from #miami #cecily,,@AmericanAir,#AmericanAirlines #miami #cecily,"9,05923820040671E+017",https://twitter.com/marcuslemonis/status/905923820040671233,,,
Flightradar24,flightradar24,2017-09-07 19:29,20,43,"The last scheduled @AmericanAir flight out of @iflymia tomorrow is #AA2213 , STD 15:49ET. Scheduled as A321 N147AA. https://www. flightradar24.com/data/aircraft/ n147aa … pic.twitter.com/sPpKWH2hRF",,@AmericanAir @iflymia,#AA2213,"9,05921083362169E+017",https://twitter.com/flightradar24/status/905921083362168834,,,
AirlineGeeks.com,AirlineGeeks,2017-09-07 19:27,11,24,"Both @Delta and @AmericanAir have added approximately 5,600 additional seats in preparation for #Irma . http:// bit.ly/2w93OTG",,@Delta @AmericanAir,#Irma,"9,05920607644033E+017",https://twitter.com/AirlineGeeks/status/905920607644033024,,,
Flightradar24,flightradar24,2017-09-07 19:27,48,82,"Flights in/out of southeast Florida airports. @AmericanAir , @iflymia ’s largest carrier will wind down ops tomorrow. https://www. flightradar24.com/airport/mia/de partures … pic.twitter.com/AF2PohBRFC",,@AmericanAir @iflymia,,"9,0592052174071E+017",https://twitter.com/flightradar24/status/905920521740709888,,,
thebradfordfile™,thebradfordfile,2017-09-07 18:55,96,114,. @AmericanAir : Shame on you. Your company is based in TEXAS. Got any friends in Houston? Sick... https:// twitter.com/americanair/st atus/905139187019649029 …,,@AmericanAir,,"9,05912499081552E+017",https://twitter.com/thebradfordfile/status/905912499081551876,,,
Al Roker,alroker,2017-09-07 18:05,14,219,Landed an hour ago at @iflymia on @AmericanAir We're short of our gate but the captain says there's no one to bring us in the last 10 feet,,@iflymia @AmericanAir,,"9,0589982574873E+017",https://twitter.com/alroker/status/905899825748729856,,,
Will Bracey,Willbtouring,2017-09-07 18:02,1,29,https://www. alternativenation.net/guns-n-roses-l avish-hotel-accommodations-revealed-floors/ … @AmericanAir So glad other celebs are calling AA out for leaking flights constantly. Drain the swamp American,,@AmericanAir,,"9,05898980223148E+017",https://twitter.com/Willbtouring/status/905898980223148033,,,
AirlineGeeks.com,AirlineGeeks,2017-09-07 16:37,71,124,". @AmericanAir is operating 16 extra flights from @iflymia today to evacuate passengers, many of which are on widebody aircraft. pic.twitter.com/koZqTB2Jc6",,@AmericanAir @iflymia,,"9,05877680830251E+017",https://twitter.com/AirlineGeeks/status/905877680830251009,,,
Jason Rabinowitz,AirlineFlyer,2017-09-07 16:23,95,131,. @AmericanAir has added 16 new flights to get people out of @iflymia ahead of #Irma . 12 DFW 3 JFK 1 PHL Ranges from A319 to 777-300ER pic.twitter.com/YMFrYR8AKA,,@AmericanAir @iflymia,#Irma,"9,05874268772332E+017",https://twitter.com/AirlineFlyer/status/905874268772331521,,,
airfarewatchdog,airfarewatchdog,2017-09-07 15:37,12,14,"#Seattle #SEA to #LosAngeles #LAX $97 round-trip, nonstop, on @AmericanAir for winter travel http:// bit.ly/2wbQcqU #airfare #flights pic.twitter.com/6oISFNMNWw",,@AmericanAir,#Seattle #SEA #LosAngeles #LAX #airfare #flights,"9,0586253029095E+017",https://twitter.com/airfarewatchdog/status/905862530290950144,,,
WPLG Local 10 News,WPLGLocal10,2017-09-07 15:14,23,14,"#BREAKING @AmericanAir will wind down flights out of S. Fla. tomorrow afternoon, no arrivals from Europe/S. America http:// bit.ly/2wMiHji?utm_me dium=social&utm_source=twitter_WPLGLocal10 … pic.twitter.com/CDUANtGKYq",,@AmericanAir,#BREAKING,"9,05856829284131E+017",https://twitter.com/WPLGLocal10/status/905856829284130816,,,
DEC Management,davidcanter,2017-09-07 13:59,1,11,Was able to rent an RV this AM sadly have to drive everyone out of Florida because @AmericanAir cancelled me pic.twitter.com/4cgL8apsYa,,@AmericanAir,,"9,05837912608133E+017",https://twitter.com/davidcanter/status/905837912608133122,,,
Rebecca Ford,Beccamford,2017-09-07 13:43,3,11,Just got on my @AmericanAir flight and there are @THR issues on every seat. Great way to prepare for #TIFF pic.twitter.com/GHoRASwKcF,,@AmericanAir @THR,#TIFF,"9,05833863481508E+017",https://twitter.com/Beccamford/status/905833863481507840,,,
Cloud Foundry,cloudfoundry,2017-09-07 13:21,2,8,Excited to welcome @AmericanAir as Gold Member to #CloudFoundry Foundation! Learn more: http:// bit.ly/2vOQjNL,,@AmericanAir,#CloudFoundry,"9,05828464082768E+017",https://twitter.com/cloudfoundry/status/905828464082767873,,,
Michael Herzenberg,MHerzenberg,2017-09-07 12:31,8,11,Relieved & thankful passengers @AmericanAir arrives @LGAairport from #miami #hurricaneirma2017 @NY1weather pic.twitter.com/UtE7bTCrs4,,@AmericanAir @LGAairport @NY1weather,#miami #hurricaneirma2017,"9,05815704817062E+017",https://twitter.com/MHerzenberg/status/905815704817061888,,,
John Roberts,johnrobertsFox,2017-09-07 11:39,22,60,. @PamBondi says @Delta @AmericanAir @united and others are stepping up to the plate to help FL. But it took her calling them to do it,,@PamBondi @Delta @AmericanAir @united,,"9,05802621843275E+017",https://twitter.com/johnrobertsFox/status/905802621843275776,,,
Kristan Higgins,Kristan_Higgins,2017-09-07 10:04,9,26,"Hey, @united , you're going to offer discounted flights out of FL, too, right? . @AmericanAir & @JetBlue already are. SEND ALL THE PLANES.",,@united @AmericanAir @JetBlue,,"9,05778824713048E+017",https://twitter.com/Kristan_Higgins/status/905778824713048064,,,
Anne Rose,AnneRose713,2017-09-07 09:10,4,38,Thanks for stepping up @JetBlue @AmericanAir @united @SouthwestAir,,@JetBlue @AmericanAir @united @SouthwestAir,,"9,05765121804444E+017",https://twitter.com/AnneRose713/status/905765121804443649,,,
Kelly McFarland,KellyMcFarley,2017-09-07 08:48,1,10,Thank u to those airlines who capped prices & ran their business with heart rather than money. @JetBlue @Delta @AmericanAir #hurricaneirma,,@JetBlue @Delta @AmericanAir,#hurricaneirma,"9,05759673944596E+017",https://twitter.com/KellyMcFarley/status/905759673944596480,,,
PHLAirport,PHLAirport,2017-09-07 08:46,12,5,"#HurricaneIrma @AmericanAir cancels ops this weekend in Miami, Fort Lauderdale, WP Beach, Fort Myers, Orlando. Check American for details.",,@AmericanAir,#HurricaneIrma,"9,0575909699711E+017",https://twitter.com/PHLAirport/status/905759096997109760,,,
Kelly🇺🇸MAGA,msbizz73,2017-09-07 08:22,29,24,". @FAANews @FLGovScott @JetBlue @Delta @AmericanAir @united SCUM, from beating customers to price gouging Friendly skies #Hurricane Irma pic.twitter.com/P7KpoJ9Huq",,@FAANews @FLGovScott @JetBlue @Delta @AmericanAir @united,#Hurricane,"9,05753137771926E+017",https://twitter.com/msbizz73/status/905753137771925504,,,
Michael Jr.,Michaeljrcomedy,2017-09-07 07:50,2,20,Yo @AmericanAir Toi working the flight from Birmingham to Dallas is awesome. She very pleasant. Great choice.,,@AmericanAir,,"9,05745095055565E+017",https://twitter.com/Michaeljrcomedy/status/905745095055564801,,,
Kelly Blanco,KellyNBC6,2017-09-07 06:39,9,5,"Starting Friday Afternoon: @AmericanAir flights out of #Miami hub, as well as #FortLauderdale , #FtMyers and #WPB will be cancelled. #Irma",,@AmericanAir,#Miami #FortLauderdale #FtMyers #WPB #Irma,"9,05727290855874E+017",https://twitter.com/KellyNBC6/status/905727290855874560,,,
Pam Moore,PamMktgNut,2017-09-07 06:28,2,4,AG Bondi activates #Florida price gouging hotline #Irma #Hurricane http:// 8.wfla.com/2gGBc2d via @wfla <~Looking at you @United @AmericanAir,,@wfla @United @AmericanAir,#Florida #Irma #Hurricane,"9,05724486514872E+017",https://twitter.com/PamMktgNut/status/905724486514872321,,,
Wanderlust Marriage,WndlustMarriage,2017-09-07 03:36,4,7,"For those looking to escape #HurricaneIrma from Florida, @JetBlue & @AmericanAir have capped direct domestic fares at $99. Be safe!",,@JetBlue @AmericanAir,#HurricaneIrma,"9,05681182066651E+017",https://twitter.com/WndlustMarriage/status/905681182066651136,,,
Daniela Ramirez,nanysklozet,2017-09-07 02:05,2,9,Take notes @AmericanAir https:// twitter.com/sassingback2u/ status/905523303867142144 …,,@AmericanAir,,"9,05658369633018E+017",https://twitter.com/nanysklozet/status/905658369633017858,,,
thebradfordfile™,thebradfordfile,2017-09-07 01:58,231,313,HEROS AMONG US: Thank you: @JetBlue NO THANKS: @AmericanAir NO THANKS: @Delta NO THANKS: @united pic.twitter.com/kIHubQc4ix,,@JetBlue @AmericanAir @Delta @united,,"9,05656403712344E+017",https://twitter.com/thebradfordfile/status/905656403712344066,,,
Tom (T.J.) Wait,CBSLATom,2017-09-07 01:23,10,8,@AmericanAir follows @JetBlue capping fares at $99 for flights out/of #SouthFlorida . AA: those who paid surge rates could get refund @CBSLA,,@AmericanAir @JetBlue @CBSLA,#SouthFlorida,"9,05647739651858E+017",https://twitter.com/CBSLATom/status/905647739651858436,,,
Spencer Garrett,1SpencerGarrett,2017-09-07 00:51,1,7,"What say you now, @AmericanAir ?",,@AmericanAir,,"9,05639724911477E+017",https://twitter.com/1SpencerGarrett/status/905639724911476737,,,
Camille Okonkwo,Camilleionaire_,2017-09-07 00:01,7,1,@AmericanAir stranded my auntie & 100+ passengers that they assured they were sending a plane for in Turc&Caicos...,,@AmericanAir,,"9,05627028984083E+017",https://twitter.com/Camilleionaire_/status/905627028984082433,,,
Miami Int'l Airport,iflymia,2017-09-06 23:59,95,32,"@AmericanAir has advised that due to #HurricaneIrma , they will wind down Miami ops Fri. Last departure AA2213 to DFW 3:49 PM EST.",,@AmericanAir,#HurricaneIrma,"9,05626628113478E+017",https://twitter.com/iflymia/status/905626628113477632,,,
David Woolrich,Dwoolrich,2017-09-06 23:03,4,9,"Looking at this now, that @Delta pilot made the @AmericanAir and @JetBlue pilots look soft!",,@Delta @AmericanAir @JetBlue,,"9,05612577052529E+017",https://twitter.com/Dwoolrich/status/905612577052528640,,,
Brad Muckenthaler,MaizeBlueNation,2017-09-06 22:53,9,25,This is how you airline @AmericanAir @Delta @united http://www. businessinsider.com/hurricane-irma -evacuation-jetblue-discounts-flights-99-dollars-2017-9 …,,@AmericanAir @Delta @united,,"9,05609851098857E+017",https://twitter.com/MaizeBlueNation/status/905609851098857473,,,
Andrew Kimmel,andrewkimmel,2017-09-06 22:07,0,9,6am flight into Orlando on Saturday? These notifications are keeping me in suspense @AmericanAir ! #irma pic.twitter.com/jGlH3TyzsO,,@AmericanAir,#irma,"9,05598483352211E+017",https://twitter.com/andrewkimmel/status/905598483352211456,,,
Cooters Restaurant,CootersRest,2017-09-06 21:57,4,19,"@JetBlue @Delta and @AmericanAir have all put a cap on the fares out of FL I just heard, $99",,@JetBlue @Delta @AmericanAir,,"9,0559584707697E+017",https://twitter.com/CootersRest/status/905595847076970501,,,
Steven,RCH_Cracker,2017-09-06 21:32,3,13,Thank you @AmericanAir for charging me 400.00 to change my airline tickets because #hurricaneirma2017 is barreling down on my home,,@AmericanAir,#hurricaneirma2017,"9,05589675624194E+017",https://twitter.com/RCH_Cracker/status/905589675624194048,,,
Miami Int'l Airport,iflymia,2017-09-06 21:29,38,65,"Learn how Airlines, like @AmericanAir , are helping passengers with capped fares from Florida for #HurricaneIrma . http:// ow.ly/F2iQ30eY7FO",,@AmericanAir,#HurricaneIrma,"9,05588764805923E+017",https://twitter.com/iflymia/status/905588764805922816,,,
Jennifer Williams,JenWilliamsEdu,2017-09-06 21:08,0,19,"Grateful to @Delta @AmericanAir @JetBlue for freezing fares and helping to keep our Florida citizens safe. AG @PamBondi TY to you, too! pic.twitter.com/ENVA1iyCVp",,@Delta @AmericanAir @JetBlue @PamBondi,,"9,05583565575991E+017",https://twitter.com/JenWilliamsEdu/status/905583565575991296,,,
Spectrum Bay News 9,BN9,2017-09-06 21:03,10,26,". @AmericanAir has added extra flights from Caribbean, waived change fees, capped prices from S. FL airports at $99 #hurricaneirma2017",,@AmericanAir,#hurricaneirma2017,"9,05582346988085E+017",https://twitter.com/BN9/status/905582346988085248,,,
Scott Gunn ن,scottagunn,2017-09-06 19:58,11,20,Kudos to @JetBlue for compassion and ethics. Looking at you now @AmericanAir and @united . #Irma http:// onemileatatime.boardingarea.com/2017/09/06/jet blue-irma-caps-fares/ …,,@JetBlue @AmericanAir @united,#Irma,"9,05565798789517E+017",https://twitter.com/scottagunn/status/905565798789517312,,,
Lauren PS,laurenps,2017-09-06 19:46,6,12,Shame on you @AmericanAir for charging almost $2k for a one-way ticket to get out of the PATH OF A HURRICANE. #hurricaneirma2017 #pathetic,,@AmericanAir,#hurricaneirma2017 #pathetic,"9,05562800680051E+017",https://twitter.com/laurenps/status/905562800680050689,,,
Jon Najarian,jonnajarian,2017-09-06 19:46,8,31,Nice move by @AmericanAir https:// twitter.com/businessinside r/status/905558198983294976 …,,@AmericanAir,,"9,05562786641543E+017",https://twitter.com/jonnajarian/status/905562786641543168,,,
MarceloClaure,marceloclaure,2017-09-06 19:29,9,68,Bravo @AmericanAir not taking advantage of customers in tough situations is a great move. https:// twitter.com/businessinside r/status/905558198983294976 …,,@AmericanAir,,"9,05558712844247E+017",https://twitter.com/marceloclaure/status/905558712844247040,,,
Dan Linden,DanLinden,2017-09-06 19:05,13,9,". @AmericanAir now capping pre-tax fares at $99 for direct flights out of Florida, airline tells @ABC - @wtlloyd7 . #Irma pic.twitter.com/2zEwWH66lH",,@AmericanAir @ABC @wtlloyd7,#Irma,"9,05552499423273E+017",https://twitter.com/DanLinden/status/905552499423272964,,,
Julia La Roche,SallyPancakes,2017-09-06 18:37,23,26,JUST IN - @AmericanAir and @Delta cap airfares out of Florida following @JetBlue #HurricaneIrma http:// yhoo.it/2f4Npdn $ AAL $ DAL $ JBLU,,@AmericanAir @Delta @JetBlue,#HurricaneIrma,"9,05545531577037E+017",https://twitter.com/SallyPancakes/status/905545531577036801,,,
Ari Sytner, Ph.D.,arisytner,2017-09-06 17:26,23,60,Does @AmericanAir take social responsibility seriously during a time of crisis? https:// twitter.com/i/moments/9055 23448063164422 … #HurricaineIrma,,@AmericanAir,#HurricaineIrma,"9,05527580836721E+017",https://twitter.com/arisytner/status/905527580836720640,,
Always5Star,always5star,2017-09-06 16:46,11,74,10 hr @AmericanAir flight...this is looking amazing! Grateful I was able to get my biz class seats back! All that is missing is #Travel pic.twitter.com/SucWwpTz4w,,@AmericanAir,#Travel,"9,05517566604354E+017",https://twitter.com/always5star/status/905517566604353536,,,
John Roberts,johnrobertsFox,2017-09-06 16:42,7,27,"If you want to go TO Miami (like many of my colleagues) on the other hand, it's a pretty good deal @AmericanAir pic.twitter.com/XZNi4glMQz",,@AmericanAir,,"9,0551649480881E+017",https://twitter.com/johnrobertsFox/status/905516494808809473,,,
Marc Dylan,Marc_Dylan,2017-09-06 16:21,4,13,Kudos ! @JetBlue deserves serious praise for doing this. Unlike other airlines who shall remain nameless like @AmericanAir https:// twitter.com/businessinside r/status/905510651329699844 …,,@JetBlue @AmericanAir,,"9,05511336951591E+017",https://twitter.com/Marc_Dylan/status/905511336951590914,,,
Jonica Booth,Blu1x,2017-09-06 16:21,16,22,Why would @Delta @AmericanAir and other airlines RAISE their price when people are trying to save their lives?? #HurricaineIrma,,@Delta @AmericanAir,#HurricaineIrma,"9,0551122878038E+017",https://twitter.com/Blu1x/status/905511228780380160,,,
Orlando International Airport,MCO,2017-09-06 16:15,217,285,Travel waivers: @AmericanAir : http:// bit.ly/ALERT_AA @FlyFrontier : http:// bit.ly/2e6roMK @JetBlue : http:// bit.ly/JB_Alert,,@AmericanAir @FlyFrontier @JetBlue,,"9,05509734526144E+017",https://twitter.com/MCO/status/905509734526144513,,,
Tiffany Dowd,LuxeTiffany,2017-09-06 16:12,3,15,It's like #travel Christmas when I get my #ExecutivePlatinum cards for next year! Thanks @AmericanAir ! pic.twitter.com/akkJPrbA4a,,@AmericanAir,#travel #ExecutivePlatinum,"9,05508902334333E+017",https://twitter.com/LuxeTiffany/status/905508902334332933,,,
John Roberts,johnrobertsFox,2017-09-06 15:42,15,42,. @americanair tells Fox News it is offering more flights to people fleeing Irma. MIA is a huge American hub #goodwillcounts https:// twitter.com/AmericanAir/st atus/905500242774286337 …,,@americanair,#goodwillcounts,"9,0550156728096E+017",https://twitter.com/johnrobertsFox/status/905501567280959494,,,
PattyDahlgren 🌊🌊🌊🗽🐋🦈🌈,PattyDahlgren,2017-09-06 15:32,9,65,I though price gouging during a declared emergency was illegal? @AmericanAir @AAirlinesSucks,,@AmericanAir @AAirlinesSucks,,"9,05498864416944E+017",https://twitter.com/PattyDahlgren/status/905498864416944128,,,
Vicente,JosephPVicente,2017-09-06 14:15,13,35,Hey Philly. Trying to fly home to get out of the way of Irma? Think again. What a shitty system run by despicable ppl @AmericanAir @united pic.twitter.com/pqYzqilFfv,,@AmericanAir @united,,"9,05479662171599E+017",https://twitter.com/JosephPVicente/status/905479662171598848,,,
Ian, the Canadian🇨🇦 Nerd 🇺🇸,CaNerdIan,2017-09-06 14:02,3,8,"Today’s ride? #N9630A , one of the younger jets in @AmericanAir ’s rapidly dwindling #MD80 fleet. #avgeek pic.twitter.com/hOxE1NjTKU",,@AmericanAir,#N9630A #MD80 #avgeek,"9,05476372893757E+017",https://twitter.com/CaNerdIan/status/905476372893757440,,
Terry Slaybaugh,tslayb,2017-09-06 13:44,3,5,New Embraer 175 service @DAY_IntlAirport @DaytonChamber @cityofdayton @daytonregion to DCA @AmericanAir #moreseats pic.twitter.com/WDGkKcZBA2,,@DAY_IntlAirport @DaytonChamber @cityofdayton @daytonregion @AmericanAir,#moreseats,"9,05471690804691E+017",https://twitter.com/tslayb/status/905471690804690945,,,
Skylar Apter,sskylaarr,2017-09-06 13:23,1,10,"Thanks @JetBlue 4 amazing help re-booking @MCO flights re: #HurricaneIrma - @AmericanAir , take notes. Your customer service is SO horrible.",,@JetBlue @MCO @AmericanAir,#HurricaneIrma,"9,0546646888774E+017",https://twitter.com/sskylaarr/status/905466468887740420,,,
Ahmed Awad,ahmeazy_e,2017-09-06 12:22,2,12,What is @AmericanAir @Delta @united doing?? Charging 1k and up for one way flights out of Florida during Irma. So low and shameful.,,@AmericanAir @Delta @united,,"9,05451110500114E+017",https://twitter.com/ahmeazy_e/status/905451110500114432,,,
Brianna Keilar,brikeilarcnn,2017-09-06 12:13,39,41,Monday $160 one way economy class airfare out of Miami on @AmericanAir jumps to $1000 on Tuesday https:// finance.yahoo.com/news/travelers -complain-steep-airfares-try-escape-hurricane-irmas-path-224013499.html …,,@AmericanAir,,"9,0544880045772E+017",https://twitter.com/brikeilarcnn/status/905448800457719808,,,
Patricia Mazzei,PatriciaMazzei,2017-09-06 11:31,3,8,Because we're so quick to complain on Twitter: Thanks to gracious @AmericanAir agent who helped handle my travel plans cancelled by Irma,,@AmericanAir,,"9,05438248159387E+017",https://twitter.com/PatriciaMazzei/status/905438248159387648,,,
Jason Rabinowitz,AirlineFlyer,2017-09-06 11:10,1108,5564,A few flights attempted to squeak into @AeropuertoSJU ahead of Hurricane #Irma Too late. 2x @JetBlue & 1 @AmericanAir flight turning around pic.twitter.com/ssGLh5EFCp,,@AeropuertoSJU @JetBlue @AmericanAir,#Irma,"9,05433106475311E+017",https://twitter.com/AirlineFlyer/status/905433106475311104,,,
Nick Dee,WhattT_The_Flip,2017-09-06 11:09,3,6,Airlines price gouging flights for those trying to evacuate Southern FL is disgraceful/disgusting @JetBlue @AmericanAir @Delta @united,,@JetBlue @AmericanAir @Delta @united,,"9,05432874777707E+017",https://twitter.com/WhattT_The_Flip/status/905432874777706496,,,
Kate Snow,tvkatesnow,2017-09-06 08:08,3,27,Please @AmericanAir @LGAairport I beg you- renovate & get a proper coffee place. It's embarassing,,@AmericanAir @LGAairport,,"9,05387216653967E+017",https://twitter.com/tvkatesnow/status/905387216653967360,,,
Lydia Dinga,lydiadinga,2017-09-06 08:04,124,61,It is completely disgusting that @AmericanAir and @British_Airways are taking advantage of a pending natural disaster in order sell seats.,,@AmericanAir @British_Airways,,"9,0538615587258E+017",https://twitter.com/lydiadinga/status/905386155872579586,,,
BlueStateBandit,ShoreProgress,2017-09-06 07:54,3,4,"First @Delta , and now @AmericanAir jacking prices for flights out of #HurricaneIrma 's path by over 6x. #Shame https:// twitter.com/LizaALago/stat us/905123353031315456 …",,@Delta @AmericanAir,#HurricaneIrma #Shame,"9,05383807070728E+017",https://twitter.com/ShoreProgress/status/905383807070728192,,,
Giles Hudson,CBS11Giles,2017-09-06 07:07,5,3,"#JUST IN: @AmericanAir issues #Irma waivers for 33 airports, including Miami, where 15 flights are canceled. Outbound island flights added.",,@AmericanAir,#JUST #Irma,"9,05371809247322E+017",https://twitter.com/CBS11Giles/status/905371809247322112,,,
Spressassaurus,AirRickSpress,2017-09-06 03:04,2,5,I cancelled my flight to Miami for safety and the lady on the phone said I might not get my money back since the flight wasn't cancelled..,,,,"9,05310657662247E+017",https://twitter.com/AirRickSpress/status/905310657662246912,,,
