username,user_handle,date,retweets,favorites,text,geological_location,mentions,hashtags,tweet_id,permalink,col1,col2,col3
Kevin Mitnick,kevinmitnick,2018-08-03 23:51,124,483,. @AmericanAir promised to safely store my luggage when my bags flew without me. My bag ended up being stolen at O'Hare and we were able to track the thief because the idiot kept my GPS tracker. Now AA denied my claim saying to sue the thief. Can you believe it? Never fly AA,,@AmericanAir,,"1,02557484895171E+018",https://twitter.com/kevinmitnick/status/1025574848951713792,,,
Mamasaurus,RawrNeedsCoffee,2018-08-03 23:48,2,6,"Hey @AmericanAir , thanks for leaving my husband stranded 35 minutes away from the airport he started at, the weekend we're moving. My toddler LOVES being up after midnight waiting for Daddy because you can't get your shit together.",,@AmericanAir,,"1,02557420181669E+018",https://twitter.com/RawrNeedsCoffee/status/1025574201816690688,,,
Julie,pennylane_884,2018-08-03 23:42,5,5,"NEVER fly @AmericanAir . We sat on the runway for hours, then were told there was an “alternate route” so we could get out despite weather, just needed to refuel. THEN the crew told us they were due for a crew change so CANCELLED. But airline then says “no it’s due to weather”",,@AmericanAir,,"1,02557276688238E+018",https://twitter.com/pennylane_884/status/1025572766882377729,,,
Stephanie Kay Carter,StephKayCarter,2018-08-03 23:17,6,11,3 1/2 hour delay because they can’t find a flight attendant. How does this keep happening?! @AmericanAir Every flight. #seriously #SomeoneGetMe @elonmusk #WheresMyFlyingCar,,@AmericanAir @elonmusk,#seriously #SomeoneGetMe #WheresMyFlyingCar,"1,02556629152719E+018",https://twitter.com/StephKayCarter/status/1025566291527192578,,,
Laura Rodgers,lauramitolife,2018-08-03 23:10,14,29,"I’ve arrived in DC. After a 25 minute wait at the plane, my dad was able to bring a manual chair for me, and then my chair was returned. We’re filling out paperwork. @AmericanAir has assured me it will be fixed “soon,” but I’m currently without a viable chair",,@AmericanAir,,"1,02556465963253E+018",https://twitter.com/lauramitolife/status/1025564659632533504,,,
Joe Gooding 💯🇺🇸,joegooding,2018-08-03 23:09,3,4,Stuck in Philly... @LolaWillFollow pic.twitter.com/YnHyzotZ12,,@LolaWillFollow,,"1,02556438594163E+018",https://twitter.com/joegooding/status/1025564385941630977,,,
Emily Ladau,emily_ladau,2018-08-03 22:09,37,60,"Hey @AmericanAir , how about you don't throw around expensive mobility equipment that people rely on to move like abandoned old luggage? This needs to be handled. This shouldn't have happened in the first place. https:// twitter.com/lauramitolife/ status/1025509105274966016 …",,@AmericanAir,,"1,02554935253269E+018",https://twitter.com/emily_ladau/status/1025549352532692994,,,
Secret Flying,SecretFlying,2018-08-03 21:18,15,11,Los Angeles to the US Virgin Islands for only $259 roundtrip with @AmericanAir . https://www. secretflying.com/posts/los-ange les-us-virgin-islands-306-roundtrip/ … pic.twitter.com/PLoBdblBJG,,@AmericanAir,,"1,0255364220806E+018",https://twitter.com/SecretFlying/status/1025536422080598016,,,
RBR,BogdenReb,2018-08-03 20:24,0,26,@AmericanAir This is not ok. Accessibility is a human right and you need to do better when working with people with disabilities.,,@AmericanAir,,"1,02552281826661E+018",https://twitter.com/BogdenReb/status/1025522818266611714,,,
Sloane Stephens,SloaneStephens,2018-08-03 20:17,60,643,Excited to be on the cover of American Way Magazine ! Catch me on any @AmericanAir flight - I'll be in your seat back pocket the entire month of August @inkglobal @JeffLipsky http:// bit.ly/2KqjZD3,,@AmericanAir @inkglobal @JeffLipsky,,"1,02552101982882E+018",https://twitter.com/SloaneStephens/status/1025521019828817920,,,
Austin Carlson,acarlson24,2018-08-03 19:55,1,19,"Don’t mind me, just riding the train after I PAID for a plane ticket and was REFUSED a refund when THEY TOLD ME THEY COULDN’T HELP ME GET OUT OF PHILLY. Thanks for doing horrible business, @AmericanAir Don’t worry, you won’t get it ever again.",,@AmericanAir,,"1,02551562226707E+018",https://twitter.com/acarlson24/status/1025515622267068416,,,
Mastercard,Mastercard,2018-08-03 19:52,3,20,Our @AmericanAir #AAdvantage Mastercard credit cardholders were thrilled to see Gary Marshall’s enchanting Broadway adaptation of @PrettyWoman at the Pre-Opening Tribute Night along with Julia Roberts. https:// twitter.com/PrettyWoman/st atus/1025511087230398471 …,,@AmericanAir @PrettyWoman,#AAdvantage,"1,02551480003248E+018",https://twitter.com/Mastercard/status/1025514800032481281,,,
Pretty Woman: The Musical,PrettyWoman,2018-08-03 19:37,10,48,"Last night, we gathered to honor #GarryMarshall . Today, we’re sending love to all those who helped make our tribute one for the ages. #PrettyWomanTheMusical @Mastercard @AmericanAir pic.twitter.com/hD6xhF2AqC",,@Mastercard @AmericanAir,#GarryMarshall #PrettyWomanTheMusical,"1,0255110872304E+018",https://twitter.com/PrettyWoman/status/1025511087230398471,,,
Prop,prophiphop,2018-08-03 19:31,1,48,"4 cancelled flights and 3 reroutes, somehow I got upgraded to 1st class and landing 1.5 hours later than original time due to my @AmericanAir status So THATS what privilege feels like. AND the hate agent got the other 3 stranded travelers on the plane. pic.twitter.com/hhf1stbMTo",,@AmericanAir,,"1,02550960386021E+018",https://twitter.com/prophiphop/status/1025509603860209664,,,
Joshua Johnson,jejohnson322,2018-08-03 19:22,2,38,"CURIOUS: what would you like airports to do better? I’m at @CLTAirport waiting on an @AmericanAir connection, and it feels like a cattle drive. Except, nothing is mooooving. How should America’s airports change their ways? What’s working, & what’s not? pic.twitter.com/jq9I4ralGC",,@CLTAirport @AmericanAir,,"1,02550717551764E+018",https://twitter.com/jejohnson322/status/1025507175517638656,,,
Sam Champion,SamChampion,2018-08-03 18:24,2,64,After circling for 1hour and a half.. diverted and getting fuel in #Philly ... storms have moved north of NYC. So let’s see if we get to Nyc! @AmericanAir crew and pilot are great btw pic.twitter.com/Nip6ycNwB4,,@AmericanAir,#Philly,"1,02549262341766E+018",https://twitter.com/SamChampion/status/1025492623417663488,,,
Harrison Hove,HarrisonHove,2018-08-03 18:02,0,21,Let me off! Let me off! @AmericanAir we are sitting on the tarmac at #DCA and have been for 36 minutes. The 5-10 minute wait window has long since passed! Help! pic.twitter.com/BGwXRt2EG1,,@AmericanAir,#DCA,"1,02548707092665E+018",https://twitter.com/HarrisonHove/status/1025487070926647297,,,
Tennis Channel,TennisChannel,2018-08-03 18:00,4,34,Can we take a moment to appreciate @SloaneStephens on the cover of American Way?: http:// bsltnns.co/rvEeIF @AmericanAir pic.twitter.com/QoHvGVQAy5,,@SloaneStephens @AmericanAir,,"1,02548646831003E+018",https://twitter.com/TennisChannel/status/1025486468310028289,,,
Holly,Hollydota,2018-08-03 17:29,1,16,@AmericanAir can you please get our girl to her event instead of letting her travel for 25+ hours so far to get across the country..... pic.twitter.com/oz9NEZyrCZ,,@AmericanAir,,"1,02547873934445E+018",https://twitter.com/Hollydota/status/1025478739344453632,,,
Secret Flying,SecretFlying,2018-08-03 16:17,3,11,"Non-stop from London, UK to Chicago, USA for only £272 roundtrip with @AmericanAir . https://www. secretflying.com/posts/london-u k-chicago-usa-315-roundtrip/ … pic.twitter.com/xWjuAZmsCw",,@AmericanAir,,"1,02546065918052E+018",https://twitter.com/SecretFlying/status/1025460659180515328,,,
Steve Matchett,MrSteveMatchett,2018-08-03 16:16,0,141,Twitter... we have reached our destination. That was one small flight for a passenger... one giant leap for @AmericanAir passenger-kind.,,@AmericanAir,,"1,02546044121513E+018",https://twitter.com/MrSteveMatchett/status/1025460441215131648,,,
TENNIS.com,Tennis,2018-08-03 15:20,4,30,. @SloaneStephens is coming to an airplane seat back near you as she stars on the cover of @americanair 's #AmericanWay magazine: http:// bsltnns.co/rvEeIF pic.twitter.com/0Im5XNNhbV,,@SloaneStephens @americanair,#AmericanWay,"1,02544636799559E+018",https://twitter.com/Tennis/status/1025446367995592706,,,
Haylee,hayleebrownnn,2018-08-03 14:18,1,21,"Hello @americanair , a few weeks ago my mother had to cancel a trip to Europe because you couldn’t find her a flight there for weeks. Today, my family is stuck on a plane that has no pilot? How do u forget to assign a PILOT to a FLIGHT",,@americanair,,"1,02543073631952E+018",https://twitter.com/hayleebrownnn/status/1025430736319520769,,,
TheJoeThomas,TheJoeThomas1,2018-08-03 13:36,3,41,"""We choose to go to Charlotte! We choose to go to Charlotte in this decade and do the other things, not because they are easy, but because they are hard."" Godspeed Steve.",,,,"1,02542018576592E+018",https://twitter.com/TheJoeThomas1/status/1025420185765916672,,,
John Amaechi OBE,JohnAmaechi,2018-08-03 12:36,4,22,"I don't know how much money I've spent with @AmericanAir this year alone, but when asked if they're OK with someone flying with a serious, life-threatening illness - I wasn't expecting ""we're sorry about that."" I know I should have known better, but shocked. I will update as I go",,@AmericanAir,,"1,02540515270068E+018",https://twitter.com/JohnAmaechi/status/1025405152700682240,,,
John Amaechi OBE,JohnAmaechi,2018-08-03 12:36,4,10,"I have always flown with @AmericanAir but can't believe that when I stated it wasn't safe for me to fly home before surgery, they simply said ""sorry"". When I asked if they were OK with me flying knowing it might lead to my death, they said ""we're sorry about that"" the fee stands",,@AmericanAir,,"1,02540515155145E+018",https://twitter.com/JohnAmaechi/status/1025405151551451136,,,
John Amaechi OBE,JohnAmaechi,2018-08-03 12:36,5,42,Bad news: I was rushed to hospital yesterday with acute pancreatitis. Surgeons here need to operate to make sure I get well. Good news: that should happen today & I will be back to bothering you soon. Bad news: @AmericanAir wants to charge me £2500+ to change return flight!,,@AmericanAir,,"1,02540514946688E+018",https://twitter.com/JohnAmaechi/status/1025405149466877952,,,
Richie Castellano,Rich_Castellano,2018-08-03 12:36,3,7,Royally screwed by @AmericanAir today. You can thank their incompetence for today’s canceled show.,,@AmericanAir,,"1,02540511485984E+018",https://twitter.com/Rich_Castellano/status/1025405114859835394,,,
Santa Fe Opera,santafeopera,2018-08-03 11:50,3,12,"So honored that our company is represented on the @OPERAAmerica Board! Read the announcement >> http:// go.operaamerica.org/l8a4 New members from @LyricOpera @LAOpera @santafeopera @azopera @mnopera , @operaomaha @ccityopera @AmericanAir @ATT Global Marketing Organization",,@OPERAAmerica @LyricOpera @LAOpera @santafeopera @azopera @mnopera @operaomaha @ccityopera @AmericanAir @ATT,,"1,02539336970979E+018",https://twitter.com/santafeopera/status/1025393369709793282,,,
Grace Rospert,gracerospert,2018-08-03 11:41,2,8,NEVER FLY @AmericanAir Worst experience of my life flying. Was stranded in an airport overnight after I was told I’d be given compensation. Literally turned me away and said we have nothing for you.,,@AmericanAir,,"1,02539122227645E+018",https://twitter.com/gracerospert/status/1025391222276452352,,,
tara hoover,tarahoover,2018-08-03 11:39,1,16,"Flying out of @PITairport today? Juno’s here to keep you company! We’re in the @AmericanAir terminal now, and airside until 12:30! #PITPAWS @APTherapyDogs #airporttherapydogs pic.twitter.com/EMKAMAa72u",,@PITairport @AmericanAir @APTherapyDogs,#PITPAWS #airporttherapydogs,"1,02539059415429E+018",https://twitter.com/tarahoover/status/1025390594154291202,,,
Kristin VA aka KVA,kvachibi,2018-08-03 09:33,5,81,Please help in a way that @Mr_JaYtanG and his wife find satisfactory - the musician community is close and we're happy to retweet until you do. Shame on you and shame on your crews for treating a customer like this!,,@Mr_JaYtanG,,"1,02535906007652E+018",https://twitter.com/kvachibi/status/1025359060076515329,,,
Ronnie Polaneczky,RonniePhilly,2018-08-03 09:14,6,10,"""Woman turns down oatmeal, airline summons TSA: more tales of airport-security abuse"" http://www. philly.com/philly/columni sts/ronnie_polaneczky/arrested-at-airport-tsa-abuse-body-camera-bodycam-aclu-philadelphia-20180803.html … #airportsecurity @TSA #TSA #aviation @TenthAmendment @AmericanAir @PHLAirport @THOMASBMALONE @Av_Security",,@TSA @TenthAmendment @AmericanAir @PHLAirport @THOMASBMALONE @Av_Security,#airportsecurity #TSA #aviation,"1,02535413802307E+018",https://twitter.com/RonniePhilly/status/1025354138023067648,,,
Dr. James W. Mercer,DrJamesMercer,2018-08-03 08:42,1,19,New York Bound #NY #BigApple @AmericanAir #FosterCare #Adoption #iamLonestar pic.twitter.com/kCTzpyoPKN,,@AmericanAir,#NY #BigApple #FosterCare #Adoption #iamLonestar,"1,02534628240626E+018",https://twitter.com/DrJamesMercer/status/1025346282406260739,,,
T. Kareem Powell,tkareempowell,2018-08-03 04:51,5,50,"Utterly infuriating that the pilot would treat your wife like that, particularly after you did your due diligence. Nevermind that the cello was SAFELY SECURED and to turn around and say ""The plane is too small..."" How many times are they going to treat musicians like this!",,,,"1,02528790678363E+018",https://twitter.com/tkareempowell/status/1025287906783633414,,,
Woodys Aeroimages,AeroimagesChris,2018-08-03 02:08,5,24,7033 1B113 44454 N324RN 737-8 @AmericanAir #737MAX pic.twitter.com/piL8eFD9Ip,,@AmericanAir,#737MAX,"1,025247055785E+018",https://twitter.com/AeroimagesChris/status/1025247055784996864,,,
Ashley Rewolinski,ARviolin,2018-08-02 23:42,16,23,My friend is stuck in Miami thanks to @AmericanAir and their horrific treatment to both her and he cello. This is awful - bring Jingjing home!! pic.twitter.com/8sCy3p3nYp,,@AmericanAir,,"1,02521024148136E+018",https://twitter.com/ARviolin/status/1025210241481355264,,,
Matt Dornic,mdornic,2018-08-02 23:30,0,10,"Luckily for @AmericanAir , I no longer tweet about how much I hate certain airlines.",,@AmericanAir,,"1,0252072441353E+018",https://twitter.com/mdornic/status/1025207244135301120,,,
Jay TANG,Mr_JaYtanG,2018-08-02 23:16,220,158,@AmericanAir @cbschicago @abcnews @WGNNews @FoxNews @DePaulU Please help! American Airlines kicked my wife out of the plane for some other passengers and she cannot get back pic.twitter.com/eGObjJdDwu,,@AmericanAir @cbschicago @abcnews @WGNNews @FoxNews @DePaulU,,"1,02520380558192E+018",https://twitter.com/Mr_JaYtanG/status/1025203805581918209,,,
Vinnie,Vinnie516,2018-08-02 22:58,5,74,This conversation with @AmericanAir is just offensive. pic.twitter.com/yRuLeCqHrl,,@AmericanAir,,"1,02519917332133E+018",https://twitter.com/Vinnie516/status/1025199173321326592,,,
Pretty Woman: The Musical,PrettyWoman,2018-08-02 22:43,6,31,"We're closing the curtain on a very special evening! Thank you to our partners, @AmericanAir and @Mastercard , for helping make this #PrettyWomanTheMusical performance an unforgettable one. pic.twitter.com/lZncn89q89",,@AmericanAir @Mastercard,#PrettyWomanTheMusical,"1,02519531620157E+018",https://twitter.com/PrettyWoman/status/1025195316201574400,,,
Vinnie,Vinnie516,2018-08-02 22:39,1,23,"Please do something @AmericanAir you can't keep people at an airport for 24 hours, that's inhumane pic.twitter.com/umhCeYEvsJ",,@AmericanAir,,"1,02519436102853E+018",https://twitter.com/Vinnie516/status/1025194361028530176,,,
Keenan Mcnamara,Keenan_McNamara,2018-08-02 22:30,5,18,Never fly @AmericanAir they suck and gave me a mcdonalds meal voucher to “cover my diabetes for the night” after being delayed for 9 hours,,@AmericanAir,,"1,02519211445869E+018",https://twitter.com/Keenan_McNamara/status/1025192114458689536,,,
Brian Slagel,brianslagel,2018-08-02 22:12,1,31,Thanks @AmericanAir for now canceling my flight and not allowing me any non connecting flights for tomorrow. I’ll just fly a competitor. Btw I’m gold with over a million miles with you #travelsucks,,@AmericanAir,#travelsucks,"1,0251877081158E+018",https://twitter.com/brianslagel/status/1025187708115800064,,,
